Document_ID,clean_text,Sentiment
427,shawshank redemption must watchable movie storyline movie brilliant never feel bored second watching movie acting done character movie especially red really mind blowing simple heart touching movie movie lover absolutely watch,Positive
428,film invoke volumous comment either visually sensional object medium hype emotionally stimulating shawshank redemption fall latter category saw first time television need wide screen dramatic visual effect welladapted stephen king book portray something worried everyone time life convicted crime commit locked life worst type human being institutionalised way survive end way go way return former life human existence based survival instinct destroyed death welcome reliefthe story hinge around three men one never lost escaped live one nearly lost regained hope first one lost killed although setting harsh hostile environment prison could institution hospital old people home even family homeandy dufresne different never lost hope escape used weakness others corruption prison official internal prison system help long term plan great advantage others including prison staff intellignet knowledgable clever people always win know end going clever piece filming although meassage lostit give encouragement find similar position justice system although far perfect much improved miscarriage corrected still wounder must feel like situation andy dufresne without abilitieslets film provoke sens emotion one make excuse adding hundred comment already make film although read wanted mine original doubt thinking people would made similar comment hope writer producer sponsor read comment take note making film,Positive
429,mostly said said really isnt anywhere near greatest movie ever made heaven sake competent genre flick run little long contains couple wellturned performance lead tim robbins incidentally way better mystic river law birdman alcatraz significantly interesting original prison movie one cool hand luke obviously greatest prison film time shawshank soso think moment second single plot turn film didnt know coming young guy go little conference warden think come guy havent seen movie predictability satisfying suppose way give originality genuine passion every time shawshank neither attribute sorry everyone cry every time see youve,Positive
430,hand best movie ever made much else say,Positive
431,waiting long time watch movie couldnt pleased shawshank redemption something like never seen story brilliant beginning end definitely something never forget acting wonderful story genius whole movie beautifully done can not find single flaw therefore gave movie perhaps one favorite think absolutely essential watch,Positive
432,im really happy see film still top rank year rightfully im glad u agree amongst many film shawshank redemption touch soul humane way film art indeed serf purpose fullest extent movie touch soul real life make u feel humanthe message film worth consideration whilst ending one beautiful one cinema history enough said already id repeat conclusion im proud watched film wont last rejoice shawshank redemption,Positive
433,thing life never understand universe begin happens soul die movie bland shawshank redemption become overratedin case certain movie least understand reason theyre overrated shawshank redemption average clichéridden film moral basically hope important there nothing wrong heck problem simplicity problem move past simple land simplistic movie treat borrowed plot part count monte cristo anyone banal theme though freshly minted nugget wisdom wouldnt complaining didnt pretend anything pleasant diversion however last shot movie reveals true condescending colour ended moment earlier instead poetic shot sea would respect thats superior original story end director spell thing audience frank darabont know tell story doesnt know tell one originality depththe movie partially redeemed three thing majestic cinematography powerful score morgan freeman one best actor working todayas rating yes im one jerk give movie lower top think outrageous highly ranked even folk made would think ridiculous consider one greatest film ever made,Positive
434,thing probably already know shawshank redemption nominated oscar yet failed win failed box office one best movie ever madei felt mesmerized watching movie believe everyone watched must felt perfect adaptation stephen king novel rita hayworth shawshank redemption movie stay faithful plot novella minor alteration morgan freeman tim robbins given stellar performance freeman eloquent narration throughout film provides description event happening prison friendship andy dufresne number year character perspective main theme movie hope selfworth integrity friendship beautifully interlocked prisondrama climate shawshank state penitentiary painted gray dull amplify intensity every event depiction institutionalized life emotion prisoner arent trapped inside shawshank physically psychologically well precise character andy dufresne played tim robbins display extraordinary courage selfworth hopeless wall shawshank prison climax intricately woven poetic justice film frank darabonts magnum opus well deserved imdbs top,Positive
435,finally decided see film reading good review noting film rank imdbs top ten list currently least disovered noble people theyre prisonthe film decent certainly isnt would call great extraordinary good performance robbins freeman pace movie slow cinematography unremarkable character largely stereotype story somewhat formulaic sometimes ludicrous noble prisoner v wicked guard dichotomy simplistic unrealistic also particularly annoyed narration always seemed explain needed ending guess suprised others since read stephen king novella many year ago still given story take place prison dont need genius guess part itthis movie reminds dead poet society term tone theme uplifting human spirit backdrop despair thats thing youll love movie really thing,Positive
436,shawshank redemption one touching greatest movie ever seen movie based novella rita hayworth shawshank redemption stephen king unlike novel king didnt write horror story instead inspiring tale hope unlikely place overseeing transition book big screen frank darabont director debut score home run movienot plot pull actor well tim robbins morgan freeman fantastic job central character friend bob gunton great part villain evil warden directing cast plot combine make movie awesomethe plot movie revolves around andy dufresne man imprisoned life crime commit time andy becomes friend red inmate run business smuggling thing prison story follows handle prison lifeyears go andy continues speak hope ultimately andy commit unbelievable act touching story truly inspirational message story delivers never give hoping climax movie fantastic ending one greatest film historyoverall shawshank redemption remains one greatest film time,Positive
437,movie released year old lucky didnt come across nearly year fact always movie buff aside big fan writing stephen king read short story film based led film certainly aware prior never checked afterwards new list benchmark certain aspect cinemafirst foremost story writing tale screenplay form absolutely brilliant story fleshed without lingering certain area would easy linger pacing film steady constantly building emotional atmosphere early feeling confusion bitter justice main character judged peer dawning realization shawshank penitentiary offer mass convicted felon flow fabulously tale unwinds darkest despair prison life slowly building palpable hope andy red seem cultivate rest prisoner humanity face inhumane condition forefront shawshank redemption impactsecond vital casting tim robbins always mind criminally underrated acting talent always seems carry sense outward vulnerability belies inner strength conflict one always question motivation reason thing skill set married perfectly character andy dufrense instantly seems mortal danger within wall shawshank eventually rise concrete steel indeed safe say mentally least andy spent little time prisonmorgan freeman played role red redding manner think actor could done veteran shawshank radiated sense calm wisdom strong sense brotherhood amongst fellow inmate lend well freeman onstage ability man get thing red instrumental many inmate life shawshank offering variety contraband item return typical currency incarcerated people cigarette petty cash red important character andy term film overall message hope despite hopelessness morgan freeman best man jobthe excellent acting doesnt end bob gunton seems find niche playing whitecollar criminal type portrays warden shawshank sinister scheming man hide darker desire behind bible arrogant holierthanthou attitude william sadler another outstanding character actor similar gunton whose face popular name fine job heywood one important supporting role hard right hand warden guard officer hadley portrayed clancy brown well known badasstype role nononsense hardedged persona fit well leaf hating character appreciating ability make hate someone doesnt existbeyond writing acting movie perfect every aspect ive seen many time year often turning perhaps subconsciously particularly rough depressing patch ive rarely come across film meet expectation exceeds way leaf constantly comparing future film shawshank redemption one film outstanding story remarkable talent everyone involved combine bring vivid fiction life masterpiece modern filmmaking lost none impact relativity nearly year later,Positive
438,run tim robbins name database dont think youll find he starred many movie worth watching generally movie he subtlety ball peen hammer across forehead movie atones thousand sin carefully written deliberately paced lovingly acted film brings lead light side nothing forced single plot thread left dangling hollywood need lot movie like one see twice,Positive
439,shawshank redemption give feel strong firm amazing story move people sitting watch character memorable morgan freeman red always head tim robbins dufrense amazing well shawshank give audience taste perfect movie movie like dont come often movie come strong story acting flow story mess shawshank doesnt disappoint acting superb flow story unforgettable based stephen king novel rita hayworth shawshank redemption id say one movie film triumph novel film also brings sense humor good tool film like everything serious possible might killed well people opinion one scene amazes probably one favorite scene film prisoner watching gilda theyre waiting rita hayworth thing hair still make laugh pleased acting reaction prisoner beauty rita hayworth shawshank redemption oneofakind film story come film enlarges story put whole new level excellent acting great adapted screenplay make movie one greatest film ever history,Positive
440,want write th comment shawshank redemption sure almost everything could possibly said said like many people wrote comment profoundly moved simple eloquent depiction hope friendship redemptionthe movie ever seen effect strongly kill mockingbird movie leave feeling cleaner watched themi didnt intend see movie like prison movie dont normally watch work branch library one day checking shawshank redemption one older patron said whenever feel depressed check movie watch always make feel better time thought strange one day nothing tv except thing absolutely would watch circumstance thing seen many time already remembered said watched watched many many time since get better every showingno action special effect men prison uniform talking otherthe shawshank redemption kill mockingbird best movie ever seen judge technical merit dont really care read citizen kane godfather movie best movie ever,Positive
441,movie message life utilise properly life change forever good watch thoroughly clean sharp receptive mind,Positive
442,everything touched remember movie life time pure masterpiece,Positive
443,one nicest film ever immortal memory,Neutral
444,havent seen many movie would rate problem giving one top scoremoviemaking seems like golf truly excellent game element must come together everyone involved must perfect form director darabont must top game put gem together course actor excellent morgan freeman tim robbins seldom disappoint thing make movie exceptional darabont coaxed best performance supporting actor also bob gunton clancy brown utterly believable bad guy dont come much worse themthe essential ingredient successful movie simple must well thought plot perfect beginning middle end many movie fall getting least one aspect wrong shawshank redemption like goldilocks said right buy one home collection youll definitely want see,Positive
445,people still left watch masterpiece im talking aint scifiactionthrillermysterycomedy movie cgi gut crunching action drama yet natural exceptional acting moment prisoner talking yet list time best yes maker might prompted magic spell way like scriptit couldnt win oscar pretty sure win heart influential movie,Positive
446,im utterly mystified cult idolatry developed around solid overly memorable prison film based stephen king short storythe shawshank redemption came nowhere nominated academy award believe film underdog story helped develop following year much quality film there nothing egregiously wrong overlysentimental obvious filmmaking director done nothing make serious film adaptation stephen king novel think become apparent year morgan freeman onetrick pony come acting time wasnt quite well known wise sage role play seemed good enough get oscar nomination however tim robbins really deserves praise man wrongly imprisoned le said actor play various prison personnel better theyre played horrorshow goonsthe original stephen king story entertaining bit pulp frank darabont try turn something story isnt namely epic story one man struggle free soul result story felt sleek satisfying film feel sanctimonious bloatedgrade b,Positive
447,absolutely love shawshank redemption movie give goosebump done job start acting movie sublime never seen movie starring tim robbins morgan freeman one favorite actor tim robbins portrays intriguing man morgan freeman work together extremely wellthe story brilliant banker wrongfully put prison would seem interesting people conversation companionship certainly worth watch sad thought director killed andy dufresne end realised actually escaped couldnt stop smiling movie movie certainly deserves spot top movie must see everyone,Positive
448,know trying metaphor stuff movie prisoner w life sentence excuse anyone remember done ought suffer crime except andy cuz he innocent,Positive
449,let review film two aspect merit high placement first ask question film great simply achieves hope many think case shawshank slow methodical pace along good performance around board simple staging lighting film overdone simplicity personally see art im saying bad film far ranked vastly intelligent effort sad reflection society writing topnotch best thing film flow story could simply read book huge fan visual effect quick paced storytelling fan art reading book would enthralling watching film seeing acting like watching line delivered delivered wellas rating site film push boundary film often offends people point disliking nice uplifting story end press lot hot button including murder infidelity scandal searching soundtrack film brought imdb first time actually dare say bad film say ranked higher vastly superior filmsrating c,Positive
450,good film working number level main theme film hope adversity particularly like way andy becomes kind christtype still quite make top ten,Positive
451,spoiler general storyline expectation regarding movie excellent rating got start positive acting especially two protagonist indeed highest level scene really grip camerawork also excellent beautiful prisonbuildingthe story movie inadozen story someone course wrongly sentenced long story meet new friend mostly elderly person make enemy defeat turn longstay something good betrayed corrupt warden etc etc sometimes even got bit cheesy way prison clichés displayedi could recommend movie looking nice drama good acting good camera dont expect oscarworthy movie though,Positive
452,going say anything movie experience self,Neutral
453,emotional manipulation dummy type film boring direction cardboard character nice performance actor though great moment nothing outside hallmark meet stephen king meet prison feel entire moviei saw one half time would see got paid troublesimilarly hated green mile later find work darabontmy recommendation skip go see oz,Neutral
454,overall great movie good stuff movie really liked movie stuff theme overall good movie enjoyed,Positive
455,yes get story good acting well done good cast ect movie far good many people say mean normal movie imonothing special see someone get falsely imprisoned trick mf working escapesits good story like said cmon nothing specialmaybe thats genre moviesidkbye,Positive
456,movie prisoner main character caught false charge first claim innocence can not prove prison world also clever plan something appears year later ordinary people caught false charge may give life never give carves life think tell importance living hope many flashy exciting scene moving scene important position give impression audience lot prison film like movie best think movie like,Positive
457,strong meaningful everlasting message make movie powerful hope life friendship element great impact well incorporated feature lot flaw also movie lack originality approach character dialogue rather cliched mold portraying character loose poor dialogue pretty ordinary conventional overall approach routine whole movie based final impact story short actually surprising oscar winning including greatest movie american film institute greater effort developing character multidimensional story le conventional would produce one best pity,Positive
458,fear hold prisoner hope set free strong man save great man save another,Positive
459,movie great success main character positive three aspect despair also give year effort escape prison punish wicked movie main character allows bring little hope dark prison,Positive
460,saw lot time ready watch everytime great actor playing extremly fitting role great story make movie go movie everyone,Positive
461,best movie ever made period wont go long detailed review storywhich magnificent perfecti want say movie pure piece art acting perfect im really disappointed actor didnt enough recognition performance actually overall movie underestimate oscar especiallythis movie show cinema art powerful heart full art see movie youll im talking really tried notice gripe problem cant movie touching sad beautiful powerful perfect way fk academy award dumping movie forrest gump trophiesbut trophy still shame decided ten totally deserves,Positive
462,first time saw shawshank redemption two year release second time yesterday like every great movie got even better time movie beautiful story hope hold surface even life seems meaningless morgan freeman tim robin magnificent film recommend anyone,Positive
463,movie drama action doesnt matter would fail either case viewer accept cliché wrongly convicted man case deceptively grain society already predisposition acquit man murdering wife predisposition think impossible statistic claim opposite reason alone movie dangerous propaganda often lie character never become believable mostly reason stated earlier also men dont wind prison wrongly convicted man always come different background class cant imagine someone finding movie even remotely plausible fact viewer idea redemption nothing make sense,Neutral
464,figured prison life much harsher seen film film weak point story would suffer film like fight club story man loses everything still survives us intelligence outwit attacker function prison matter happens still kept dream alive man without dream word institutionalized used film describe prison individual tim robbins inner freedom change prison dictate many interesting subplots keep viewer attention subplots culminate unforgettable conclusion,Positive
465,gap gap idea gap value gap people winner loser world poor rich described storyit terrible trapped high wall people can not trapped bird full plumage belong sky caged idea trapped wall people get stuck,Negative
466,add review feeling realise watched film one hardest time emotionally remember life thought chasing around head heartbroken paranoid well physically total messmy dear female friend got told film watch initially resisted thinking going lightweight pc fare dont know thought thattheres lacklustre opening sequence think get see kind performance morgan freeman going turn time start interested extraordinary scene flying prison think youre hookedthis scene deeply moving least music difficult see thomas newman music film could possibly bettered perfectly listenable right youre reminded boy roof sun enjoying first beer long theyve touched andys kindness sometimes kindness thrown back one face time gesture gratitude given back like haywood getting offering andy one beer powerful connection made film full great hardship unbearable sadness surely scar never completely heal forgotten also full joy fun hope capture film triumph started watching film fairly closed feeling watched end could contain tear unusuallyso moment film came along right time doubt many others,Positive
467,movie amazing movie comparable friendship amazing thing,Positive
468,comment really eulogy reality hackneyed complacent pretentious film nothing film say challenge principle thought purpose confirm every conservative sentimental instinct u yet sense putative profundity bulldozes throughout film really film saying neither profound original mind worth saying first place least length ie life hard people suffer struggle human spirit win learn make friend get deserved reward mmm nothing make character real actor helped terrible overloaded narration applies great weight story can not breath every moment made seem sooo significant lightness touch direction humour sense described important humour real nature friendship suffice say loathe film recommend people watch lesson bad big budget hollywood movie,Neutral
469,without doubt one finest film last year think released fanfare didnt great competition year might best picture film powerful presence life apart cast score cinematography etc deservedly great one movie switch channel surfing stop watch rest matter part movie perhaps godfather jaw couple others never get old matter many time watch one thing disappoints regarding film happened director frank darabont unfortunately never come close achieving greatness shawshank subsequent film thought green mile good didnt hold candle shawshank also disappointed mist sincerely hope able recapture magic shawshank redemption future film definitely proved ability,Positive
470,different one least kind movie im used watch sync friend action plot around mystery complex character movie omits stuff work including emotional work value greatly movie movie make feel think obvious bogus one watch director dont tell scene exactly actor feeling thinking need adventure history realm thought one watch dont want go deep movie avoid spoiler since write review guy decide going watch tip looking fun might guy cry dont like movie syncing friend want know history well developed around emotion really funny nice character even morgan freeman,Positive
471,bloated soggy piece work far earning number spot imdb imagine stephen king bought vote trite mawkish shallow unconvincing ugly much say awfulness morgan freeman tolerable tim robbins romantic glow cinematography really inappropriate main character heterosexual arent unexplored subtext poisoning base movie nothing else movie make lick sense emotional dramatic logical racial penological rip count monte cristo huckleberry finn cheapens flattens appeal escape utterly love god sink film,Neutral
472,shawshank redemtion reviewthe shawshank redemption favourite film many reason adapted stephen king novella film executed brilliantly expertly directed frank darabont film sad yet uplifting many iconic scene writing almost perfect character welldeveloped film keep u informed lead character thought emotion score incredible roger deakins cinematography beautifully portrays year life corrupt brutal prison tim robbins delivers incredible performance morgan freeman supporting cast great warden captin hadley film ending perfect moving justice andy delivers feel good factor powerful film dominated oscar,Positive
473,im person cry easily movie god damn quality,Positive
474,movie absolutely spectacular actually give hope whenever watch know thing always turn ok bad worse good hope always come hopeful jake crow symbolically representing hope thing always look bad first end keep pushing survive make symbolizes hope,Neutral
475,best movie history ending best ending,Positive
476,shawshank redemption undoubtedly best best movie ever oscar biggest mistake giving forrest gump award shawshank deserved take credit forrest gump also amazing movie cant compare shawshank morgan freeman arguably delivers best performance tim robbins give performance feel greatly underrated also deserved oscar nomination film art direction add story beauty give feeling fill hope remember seeing shawshank redemption sale walmart thinking heard good bought little know film worth gold bought film put watching couple week overly anticipating watching finally decided watch bored gigantic movie buff many movie almost pathetic shawshank redemption changed entire view film every time watch movie cant help think cant beat shawshank people say movie overrated thats wrong shawshank actual work art compared work davinci picasso people say movie make cry dont mean say sad didnt know something beauty could conveyed screen believe everybody see one movie life one see imdb seem like whole new website every film seem like different movie definition word magnificent,Positive
477,good movie far best movie ever seen plot ok many plot hole dont find really convincing mean well way andy dig tunnel prison cell year nobody noticed behind simple pretty girl posterthis movie probably among first movie life prison like scene cliche prison rape creepy guy approach shower corrupt officer etc predictable like movie unpredictable one guessed everything happenits unconvincing able run like even accompanied red later like one would follow red see take andy,Positive
478,saying amazing make laugh cry even shout,Positive
479,id heard film year ago id heard good lied film wasnt good outstanding cant believe never watched sooner opening scene mysterious andy dufresne dragged hell credit red run across beach film word perfect hole spot almost everything completely accurate probably best script ive ever heard brilliant story normally film go two hour start get little bored end wanting film end completely opposite never wanted end hefty minute get wanting story drew much felt normally film adapted stephen king book dont well big screen proved wrong overall like film realistic go great depth story gripping cant take eye screen film always top one favourite film ever,Positive
480,think one best movie ever seen life show human nature actually,Positive
481,godfather long scene slow even though amazing movie also shawshank twist end one would expect,Neutral
482,get much better year watching answer far really,Positive
483,review may contain spoiler shawshank redemption movie everyone surely enjoy movie begin slow pace time pass begin love character later part movie wish go watching film expect different type endingkind ordinary one end realize ordinary movie movie contains good message u kind patience hope andy simply brilliant morgan done good job tooas usual done role red complete dedication dialogue background music help get completely involved movie two scene leave awe first one andy get prison travelling drainage pipe enjoys rain falling second one end red released prison andy wait beach favorite dialogue remember red hope good thing maybe best thing good thing ever dy,Positive
484,truly mean first saw film blown awaywith superb acting superb story perfect emotion tone incredible twist ending still amazes film completely utterly perfect film speaks hope film two main character debate throughout movie one character belief prison hope dangerous used simply make life tougher another character belief hope needed help keep pushing better tomorrow one appear sight engaging immensely entertaining film would held high regard twist ending one greatest movie ending time opinion ending merely average film would simply considered good possibly great masterpiece today watching repeatedly make film even better experiencing event occur within story make ending even greater cant speak everybody film watch love time watch simply talked ending entire review make film incredible however waste time talking wonderful film please waste time find way see movie asap time well spent certainly see multiple time,Positive
485,every time watch shawshank redemption reinforces fact favorite movie time certainly entertaining film personal favorite necessarily make great film dare say혰the greatest film ever madebut make film great first foremost set entertain general public must shawshank certainly pure entertainment value essentially stipulation inclusion great imdb greatest movie debate serious nature central plot points혰a wrongly convicted murderer assist corrupt warden mean affect escape혰is contrasted truly funny scene although mean comedy splendid screenplay wrought witty dialog there nothing fancy film혰no special effect spectacular scenery even bunch pretty woman telling story mostly narration morgan freeman character red almost lull viewer believing nothing really interesting important going happen subtle plot twist think make film great feel like im actually sharing andys redemption isnt teach filmmaking close classroomultimately can not single motion picture greatest film time art art form varied cinema greatness must measured individual greatness beauty truly eye beholder beholder eye think shawshank redemption truly greatest film ever seen,Positive
486,let start praising shawshank redemption due gripping manipulative emotional prison drama tricksy plot based stephen king story often king implausible director frank darabont handle development well seems believable watch praise given need make clear consider one best movie time spite ecstatic opinion imdb user others first film paint somewhat romantic picture prison life may seem odd thing say life convict terrible character divide neatly good guy bad one good one share sense community whats lacking idea victim prison world violator free one murderer seem far cuddly convince possible exception lead character whose almost inhuman resolve make seem highly possible spite protest contrary justly imprisoned ambiguity resolved halfway film loses something becomes myth man real problem main twist uplifting message imparts improbability softens worldview movie much main problem film long braver director might cut dead crux darabont insists tying every loose end wringing every last drop emotion process still smart piece entertainment claim greatness lie mainly exactly audience want watch rather supreme artistic merit,Neutral
487,word mouth alone turned modest prison movie something classic many people rate favourite film whats probably conventionally called man picture many woman love denying good tale well told nothing ostentatious writerdirector frank darabont new movie didnt anything ordinary structured film like forty fifty film old fashioned traditional likable great movie meansand yet scene stay memory people recall fondly even brutal dialogue sound familiar unfortunately early film clip gilda iconic anything darabonts film sometimes homage detrimental filmtim robbins fine andy young banker shawshank murder wife lover film basically confirmed starstatus morgan freeman walk away film quietly magnificent performance red old timer befriends andy film narrator freeman give film dignity gravitas really doesnt deserve,Positive
488,shawshank redemption first time heard name idea shawshank must accept fact fascinated name luckily managed see movie movie awesome fill hope start loosing hope point time life thats power movie seen movie maximum number time seen others story go waya man wrongly convicted murder wife lover got two life sentence back back felt might proved good husband murderer started planning dig tunnel free way dig tunnel person helped project crux movie hope kept deep inside heart provide power escape shawshankplease rent dvd watch surely find amazing movie ever witness,Positive
489,happened watch movie taking look rating like let see whats hype minute jaw dropped said best goddamn movie ive ever seen life movie give meaning life legitimate feelgood movie hope good thing maybe best thing good thing ever dy best dialogue ever written film ever produced film even felt redemption smile face end movie overall best satisfying pure feelgood film,Positive
490,sr good film view great film firstly lazy filmmaking character red case played morgan freeman narrator tell u happening film convey narrative someone read narrative might well buy booksecondly story simply believable cant believe prisoner get tax return guard governor cant believe prisoner entering prison happens heard another prisoner another prison boast committing murder hero serving time thirdly story end happy ever seldom case suppose satisfies simplisticidealistic nature prefer grit realismfourthly goody dufresne red brook baddie bog hadley norton drawn simplistically might well wearing white black hat depth character herefifthly damning film made feel little didnt really care character except maybe red plot dufresne taking alterego escape clever suicide brook bit moving enough go cinema moved plot character made think simply laugh laughing film neither reach levelit also long,Positive
491,classic film one favourite movie time perfect moviewell balanced acting unexpected climax,Positive
492,manoh man wonderful movie movie art created mere year old would like share wordsthis movie everyones cup tea big time filmoholic person watching film everytime entertaining sometimes u get lost itand feel like happening connect story character watch movie patient emotional climax satisfyingwhen asked friend watch movie ignored completely started watching minute left felt pity dont know wrong mind really miss gemnuff said big thumb movie character,Neutral
493,movie filled numerous lesson value bring life every momemt movie hearttouching youll watch youll see perspective life changingthis movie le teacher guru guardian guide lifeit teach land complex situation instead emotional must work mentallyit never late learn anything new never waste time keep enhancing there never right place grow build success wherever arealso preaches moral friendship consistency realization etcevery scene movie open different dimension lifei loved movie feel needed life,Positive
494,shawshank redemption based fantastic stephen king novel moving story andy dufresne innocent man charged murder wife lover sentenced year prison fight hard survive prison form rare close friendship fellow inmate elli red redding film le focus friendship andy red played beautifully tim robbins morgan freeman morgan deep moving voice perfect describe closeness friendship andy film great happy ending andy escaped prison serving almost year also managed expose prison murder corruption going andy move beautiful island abroad red paroled serving year prison reunited andy great ending beautiful movie,Positive
495,exaggerating say best movie ive ever seen script character best ive ever seen film everything one could possibly want core tale tragedy hope friendship redemption havent watched yet youre missing may well best movie experience life forever cherish movie made feel think isnt movie life lesson one everyone experience peak cinema seriously doubt ever matched,Positive
496,without doubt best film morgan freeman brilliant red story compelling andy dufrenses repeated viewing made realise another oscar tragedy forrest gump best picture typical usa usa carry story also prof stephen king wonderfull writer onedimensional horror novelist heartwarming great humour particularly head prison guard best bitter sweet revenge film think question asked,Positive
497,writer director frank darabont work also green road show class screen adaptation novel novel stephen king tim robbins morgan freeman show class number one imdbs viewership rating however one can not fail notice review critic thats job dont read king despite poor commercial success part due competition film forrest gump crime speed shawshank redemption received favorable review yet critic enjoyed notable approval cable television video dvd thats gave,Positive
498,particular movie absolute best ever rated timeswith page comment posted site even attempt add eloquence previous commentsi noticed many people posted see movie theater would even watch movie vhs wife child begged take look filmthe title appeal understand title dont particularly like prison movie would watch film probably watching ten movie per week timei finally watched one night could find nothing appealing video store moment ive probably watched movie time per year last eight yearspeople refer classic masterpiece disagree citizen kane like hot african queen casablanca godfather others compete anything movie,Positive
499,th review superb great masterpiece unforgettable excellent brilliant thinking month find word describe film nothing found yet honest think nothing found forever movie cant expressed word word unable talk nothing say masterpiece im hopeful able one day express feeling hope good thing maybe best thing good thing ever dy come shawshank redemption prefer remain silent silence full unspoken word,Positive
500,shall short spoiler moviethis superb picture everything right spot right beautiful acting good camera work soundtrack really help movie extra level slow slow unraveling story nice twist turn good endingdo expect much comedy quick action good storymy recommendation point,Positive
501,im sorry cant buy guy criminal ruined suspension disbelief otherwise excellent story,Neutral
502,film manages redeem hollywood eye people feared long lost dark sea clichés predictability darabont show u artist still work hollywood studio production facility artist show capability produce art real art inspires look deeper aspect life world around shawshank redemption delivers muchneeded breath fresh air anyone realizes capability film prof master craft still live earth still bless u timeless masterpiece never forgetthese artist show capability produce art real art inspires look deeper aspect life world around,Positive
503,far favourite film watch anytime brings emotion felt watched first timea film par excellence immaculate performancesmust watch,Positive
504,shawshank redemption cinematic gem stood test time continues captivate audience powerful storytelling exceptional performance profound themesbased stephen king novella film follows extraordinary journey andy dufresne played tim robbins banker wrongly convicted murder sentenced life shawshank state penitentiary witness andys transformation within confines prison wall taken emotional rollercoaster ride filled hope friendship resilience redemptionthe performance shawshank redemption nothing short remarkable tim robbins delivers nuanced portrayal andy showcasing intelligence quiet resilience unwavering determination morgan freeman narration red add extra layer depth narrative providing introspection wisdom resonates long credit rollthe script penned frank darabont work art line dialogue carefully crafted delivering memorable quote become ingrained pop culture film expertly balance moment heartwrenching drama touch humor ensuring emotional connection audience start finishdirector frank darabonts vision flawlessly executed creating visually stunning atmospheric depiction life behind bar cinematography beautifully capture starkness prison setting also highlighting small glimmer hope humanity exist within itthe shawshank redemption prison drama delf deep theme friendship justice institutionalization power hope reminds u even darkest circumstance always sliver light lead redemptionin conclusion shawshank redemption masterpiece deserves place among greatest film ever made timeless story remarkable performance profound theme make mustwatch cinephile prepare moved inspired forever changed extraordinary piece cinema,Positive
505,first saw shawshank redemption movie theater week night around pm gotten work working evening shift tired wanted little amusement time shawshank released got little attention heard oscar buzz curiosity got better half reluctantly chose watch night prepared blown away didnt see movie transported story instantly transcended realizing film made begin wasnt entertained emotionally moved intellectually bamboozled endearing manner film remains imdbs number one spot long time come well deserves personally shawshank redemption testament interesting decade film become experience gain instant classic status two simple rule follow prior watching r one havent seen dont let one seen tell anything plot dont listen word caus might ruin two make arrangement interrupted watching film phone call door bell plan watch beginning end cant hype film good ive written small fraction express way praise film long live shawshank redemption imdb,Neutral
506,absolutely adore movie incredible watch,Positive
507,film convincing hokum nice gentle inoffensive insubstantial story prison life came away feeling prison place nobody say fk fear bending pick soap check freeman token performance career neatly basking falsely accused smart white gentleman robbins shaddow team progressive hope oh yeah weve got lot hope going lush fantasy kind deadly sweet full bull frank darabont gifted man excels making pretty picture strike heart american pie value give welcome support elevating tokenism greatest level hollywood yet small achievement considering dont believe check latest masterpiece cant stop hell sell ticket,Positive
508,great pleasant surprise see movie chose almost five year ago favorite movie time number one list although favorite choice based mostly personal reaction toward movie expect many people feel way love every single thing movie every single shot believe know im talking movie ive seen many time never failed amaze mea great story based steven king novella great direction frank darabont great acting tim robbin morgan freeman mention music truly original always inventive dialogue every body commented movie probably mentioned obvious great thing would like add one thing made movie even spectacular movie contains scene present complete idea stand work like scene andy play mozart scene roof critic might choose others there movie touched soul like one ive seen thousand remember hope good thing maybe best thing good thing ever dy,Positive
509,dont miss amazing acting extraordinary screenplay notgo ahead watch guy,Positive
510,ok isnt exactly bad film extremely hard see hold position top film acting fine twist gratifying little predictable shot fantastic however film let unrealistic dialogue especially part freeman character seem able construct sentence without using string metaphor similesthe prison warder onedimensional villain little allure viewer credited much intelligence villain therefore follows must nazi cue reference bookburning etc furthermore portrayal tim robbins character christ slightly offensive check shot shown arm thrown heavenin true hollywood style seems five ending think excitement otherwise another sequence tagged onto end despite fairly violent scene life inside shawshank seems actually rather appealing library plenty time outside cell combined film massive length mean mind shawshank redemption merit,Neutral
511,always define film artistic medium person immerse place full positivity hope unending hymn generation generation there one film always give praise finally giving masterpiece successfully delivers thought film called shawshank redemptionnever film came illustrates triumph human spirit behind hardship moving manner inspiring film powerful every way brought back real definition excellent film great story great charactersmainly andy duferne tim robbins skilled banker convicted murdering wife third party who pro golfer duferne sentenced double life imprisonment sent notorious sullen looking shawshank prison serve sentence counting day inside several event happened andy meeting sister one hardship needed go thorough sexually assault selected prisoner like made stay harder longer thought one day also met elli redding morgan freeman literally known get thing run wall prison andy asked hammer unknown andy redding bet earlier first one amongst newest batch inmate break subtlety two became prison bud day became month month became year two almost stick together whole time stay conversed thing reality prison time contradicted others opinion andy always hopeful dreamer redding face realismthe story soon evolves great circumstance favor andy spite workhorse inside prison exploited several police warden skill handling money andy skill hope proved great thing waiting happen hoped wait always believed hope great thing everyone always havethe shawshank redemtion film age beauty whole never fade one greatest film show almost tangible message fathom substance style end day evokes matter leaf moved even satisfied every tear shed abundance happiness gave magnificent piece literatureits best film ive seen always carved bank triumphant feelingtruly excellent,Positive
